"Statistic Label","Year","Sex","County","Age Group","Cause of Death","UNIT","VALUE"
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Kerry","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Longford","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Louth","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Limerick","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Leitrim","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Laois","All ages","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 64 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","0 - 74 years","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","65 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Infectious and parasitic diseases","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Diseases of the blood and blood-forming organs, immunulogical disorders","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Diabetes mellitus","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Alcohol abuse (including alcoholic psychosis)","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Drug dependance, toxicomania","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Meningitis","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","75 years and over","Transport accidents","Rate",""
"Age-standardised mortality rate","2023","Male","Co. Meath","All ages","Infectious and parasitic diseases","Rate",""
